id,id_anfitrion,zona_grupo,vecindario,latitud,longitud,tipo_propiedad,tipo_habitacion,capacidad,banos,recamaras,camas,texto_banos,noches_minimas,noches_maximas,min_noches_maximas,max_noches_maximas,precio,disp_30d,disp_60d,disp_90d,disp_365d,num_resenas,num_resenas_12m,num_resenas_30d,primera_resena,ultima_resena,resenas_por_mes,calif_total,calif_exactitud,calif_limpieza,calif_checkin,calif_comunicacion,calif_ubicacion,calif_valor,reserva_inmediata,es_superhost,antiguedad_host,tiempo_respuesta_host,tasa_respuesta_host,tasa_aceptacion_host,host_tiene_foto,host_verificado,listados_host,total_listados_host,host_total_casas_completas,host_total_habitaciones_privadas,host_total_habitaciones_compartidas,licencia,amenidades,tasa_respuesta_host_rango_15,tasa_aceptacion_host_rango_15,total_listados_host_rango_15,precio_rango_15,max_noches_maximas_rango_15,disp_365d_rango_15,num_resenas_rango_15,calif_total_rango_15,calif_valor_rango_15,resenas_por_mes_rango_15
10385587,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,5,2.0,2.0,1.0,2 baths,28,365,1125.0,1125.0,432.8925925925926,11,33,63,338,1,0,0,2020-01-26,2020-01-26,0.02,5.0,5.0,5.0,5.0,5.0,4.0,5.0,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Bathtub"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Whirlpool refrigerator"", ""Shower gel"", ""Freezer"", ""Baking sheet"", ""Whirlpool stainless steel oven"", ""Hot water kettle"", ""Bath & Body Works conditioner"", ""Clothing storage: closet and dresser"", ""Elevator"", ""Whirlpool stainless steel electric stove"", ""Central air conditioning"", ""Kitchen"", ""Paid parking on premises"", ""Outdoor pool - available seasonally"", ""Building staff"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Long term stays allowed"", ""Pets allowed"", ""Bath & Body Works body soap"", ""Hair dryer"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Bath & Body Works shampoo"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""52 inch HDTV"", ""Central heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Dryer \u2013\u00a0In unit"", ""Hot water"", ""Shared gym in building"", ""Wifi"", ""Dishwasher"", ""Coffee"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[316.333, 340.667)","[0.0, 7.733)","[4.733, 5.0)","[4.733, 5.0)","[0.01, 0.425)"
10385819,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,5,2.0,2.0,1.0,2 baths,28,365,1125.0,1125.0,432.8925925925926,11,33,63,338,25,0,0,2017-05-05,2022-01-08,0.25,4.64,4.76,4.72,4.68,4.68,4.88,4.56,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Bathtub"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Freezer"", ""Baking sheet"", ""Hot water kettle"", ""Bath & Body Works conditioner"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""Elevator"", ""Whirlpool stainless steel electric stove"", ""Central air conditioning"", ""Kitchen"", ""Building staff"", ""Outdoor pool - available seasonally"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Long term stays allowed"", ""Pets allowed"", ""Bath & Body Works body soap"", ""Hair dryer"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Bath & Body Works shampoo"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""52 inch HDTV"", ""Central heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Shared gym in building"", ""Oven"", ""Wifi"", ""Dishwasher"", ""Coffee"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[316.333, 340.667)","[23.2, 30.933)","[4.467, 4.733)","[4.467, 4.733)","[0.01, 0.425)"
10429121,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,1 bath,28,365,1125.0,1125.0,432.8925925925926,20,50,80,355,3,0,0,2017-12-03,2019-12-20,0.03,5.0,5.0,5.0,4.67,5.0,5.0,4.67,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Stove"", ""Bathtub"", ""Shampoo"", ""Dishes and silverware"", ""Shower gel"", ""Freezer"", ""Baking sheet"", ""Conditioner"", ""Hot water kettle"", ""Refrigerator"", ""Elevator"", ""Kitchen"", ""Paid parking on premises"", ""Outdoor pool - available seasonally"", ""Building staff"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Clothing storage"", ""Microwave"", ""Washer"", ""Heating"", ""Gym"", ""Pets allowed"", ""Dishwasher"", ""Long term stays allowed"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Dryer"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Oven"", ""Wifi"", ""Air conditioning"", ""Coffee"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[340.667, 365.0)","[0.0, 7.733)","[4.733, 5.0)","[4.467, 4.733)","[0.01, 0.425)"
10430238,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,1 bath,28,365,1125.0,1125.0,432.8925925925926,30,60,90,364,4,0,0,2020-01-06,2020-02-16,0.06,4.0,4.25,4.0,3.75,4.0,4.0,4.0,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Central heating"", ""Self check-in"", ""Elevator"", ""Coffee maker"", ""52 inch HDTV"", ""Whirlpool refrigerator"", ""Whirlpool stainless steel electric stove"", ""Extra pillows and blankets"", ""Essentials"", ""Crib - available upon request"", ""Cleaning products"", ""Outdoor pool - available seasonally"", ""Hangers"", ""Blender"", ""Freezer"", ""Paid parking off premises"", ""Central air conditioning"", ""Paid parking garage on premises \u2013 1 space"", ""Wifi"", ""Dining table"", ""Long term stays allowed"", ""Building staff"", ""Wine glasses"", ""Ethernet connection"", ""Whirlpool stainless steel oven"", ""Toaster"", ""Bath & Body Works body soap"", ""Bed linens"", ""Shower gel"", ""Iron"", ""Smoke alarm"", ""Hot water"", ""Dedicated workspace"", ""Coffee"", ""Baking sheet"", ""Shared gym in building"", ""Dishwasher"", ""Bath & Body Works shampoo"", ""Window guards"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Hair dryer"", ""Exercise equipment"", ""Hot water kettle"", ""Bath & Body Works conditioner"", ""Dishes and silverware"", ""Pets allowed"", ""Microwave""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[340.667, 365.0)","[0.0, 7.733)","[3.933, 4.2)","[3.933, 4.2)","[0.01, 0.425)"
10492376,37412692,,Ward E (councilmember James Solomon),40.71833,-74.03983,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,1 bath,5,365,365.0,365.0,124.0,30,60,90,365,2,0,0,2016-08-31,2019-05-16,0.02,4.5,4.5,4.0,4.5,3.5,5.0,4.5,t,f,2015-07-03,a few days or more,0.0,,t,t,11.0,25.0,1,0,0,SL222222X2XX2XXXX2,"[""Carbon monoxide alarm"", ""Free street parking"", ""Self check-in"", ""Elevator"", ""Coffee maker"", ""Essentials"", ""Paid parking on premises"", ""TV"", ""Washer"", ""Stove"", ""Hangers"", ""Air conditioning"", ""Dryer"", ""Wifi"", ""Long term stays allowed"", ""Building staff"", ""Iron"", ""Refrigerator"", ""Smoke alarm"", ""Hot water"", ""Dishwasher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Heating"", ""Hair dryer"", ""Dishes and silverware"", ""Microwave""]","[0.0, 0.0667)",SIN_INFO,"[24.6, 28.533)","[98.8, 133.2)","[302.2, 377.0)","[340.667, 365.0)","[0.0, 7.733)","[4.467, 4.733)","[4.467, 4.733)","[0.01, 0.425)"
10631390,191464699,,Ward E (councilmember James Solomon),40.72678,-74.04674,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,1 bath,30,300,300.0,300.0,102.0,29,59,89,364,73,0,0,2016-03-28,2020-02-18,0.65,4.62,4.7,4.77,4.82,4.88,4.69,4.69,f,f,2018-05-24,within an hour,1.0,0.99,t,t,13.0,29.0,5,0,0,SL222222X2XX2XXXX2,"[""Stove"", ""Dishes and silverware"", ""Refrigerator"", ""Patio or balcony"", ""Kitchen"", ""Free street parking"", ""Private entrance"", ""Clothing storage"", ""Washer"", ""Heating"", ""Pets allowed"", ""Long term stays allowed"", ""Iron"", ""Hangers"", ""Extra pillows and blankets"", ""Lockbox"", ""Dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""TV"", ""Bed linens"", ""Fire extinguisher"", ""Hot water"", ""Oven"", ""Wifi"", ""Air conditioning"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[28.533, 32.467)","[98.8, 133.2)","[227.4, 302.2)","[340.667, 365.0)","[69.6, 77.333)","[4.467, 4.733)","[4.467, 4.733)","[0.425, 0.839)"
10753012,55599663,,Ward E (councilmember James Solomon),40.71884,-74.04698,Private room in townhouse,Private room,1,1.0,1.0,1.0,1 shared bath,30,365,1125.0,1125.0,50.0,0,6,6,193,39,2,0,2016-06-11,2025-05-14,0.35,4.77,4.85,4.9,4.87,4.85,4.84,4.76,f,t,2016-01-21,within an hour,1.0,0.95,t,t,3.0,3.0,0,3,0,SL222222X2XX2XXXX2,"[""Stove"", ""Bathtub"", ""Dishes and silverware"", ""Window AC unit"", ""Freezer"", ""Baking sheet"", ""Rice maker"", ""Hot water kettle"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Kitchen"", ""Free street parking"", ""Free dryer \u2013 In building"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Heating"", ""Long term stays allowed"", ""Hair dryer"", ""Iron"", ""Toaster"", ""Hangers"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Wine glasses"", ""Smoke alarm"", ""Ceiling fan"", ""First aid kit"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Essentials"", ""Clothing storage: walk-in closet"", ""Bed linens"", ""Fire extinguisher"", ""Cleaning products"", ""Hot water"", ""Oven"", ""Wifi""]","[0.933, 1.0)","[0.943, 0.955)","[1.0, 4.933)","[30.0, 64.4)","[1050.2, 1125.0)","[170.333, 194.667)","[38.667, 46.4)","[4.733, 5.0)","[4.733, 5.0)","[0.01, 0.425)"
10989968,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,1 bath,28,365,1125.0,1125.0,432.8925925925926,30,60,90,365,1,0,0,2020-03-24,2020-03-24,0.02,5.0,5.0,4.0,5.0,4.0,5.0,5.0,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Bathtub"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Whirlpool refrigerator"", ""Freezer"", ""Baking sheet"", ""Whirlpool stainless steel oven"", ""Hot water kettle"", ""Bath & Body Works conditioner"", ""Clothing storage: closet and dresser"", ""Elevator"", ""Whirlpool stainless steel electric stove"", ""Patio or balcony"", ""Central air conditioning"", ""Kitchen"", ""Paid parking on premises"", ""Outdoor pool - available seasonally"", ""Building staff"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Long term stays allowed"", ""Pets allowed"", ""Bath & Body Works body soap"", ""Hair dryer"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Bath & Body Works shampoo"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""52 inch HDTV"", ""Central heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Shared gym in building"", ""Wifi"", ""Dishwasher"", ""Coffee"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[340.667, 365.0)","[0.0, 7.733)","[4.733, 5.0)","[4.733, 5.0)","[0.01, 0.425)"
10991109,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,5,2.0,2.0,1.0,2 baths,28,365,1125.0,1125.0,432.8925925925926,25,55,85,360,5,0,0,2018-11-26,2020-10-27,0.06,4.8,4.6,4.4,4.2,4.4,4.4,4.0,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Bathtub"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Whirlpool refrigerator"", ""Freezer"", ""Baking sheet"", ""Whirlpool stainless steel oven"", ""Hot water kettle"", ""Bath & Body Works conditioner"", ""Clothing storage: closet and dresser"", ""Elevator"", ""Whirlpool stainless steel electric stove"", ""Patio or balcony"", ""Central air conditioning"", ""Kitchen"", ""Building staff"", ""Outdoor pool - available seasonally"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Long term stays allowed"", ""Pets allowed"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Bath & Body Works shampoo"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""52 inch HDTV"", ""Central heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Shared gym in building"", ""Wifi"", ""Dishwasher"", ""Coffee"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[340.667, 365.0)","[0.0, 7.733)","[4.733, 5.0)","[3.933, 4.2)","[0.01, 0.425)"
11100868,57650710,,Ward A (councilmember Denise Ridley),40.71075,-74.09171,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,28,365,365.0,365.0,120.0,29,59,89,364,0,0,0,2222-01-01,2222-01-01,,,,,,,,,f,f,2016-02-06,SIN_INFO,,,t,t,1.0,1.0,1,0,0,SL222222X2XX2XXXX2,"[""Pool"", ""BBQ grill"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Washer"", ""Air conditioning"", ""TV""]",SIN_INFO,SIN_INFO,"[1.0, 4.933)","[98.8, 133.2)","[302.2, 377.0)","[340.667, 365.0)","[0.0, 7.733)",SIN_INFO,SIN_INFO,SIN_INFO
11121401,30560014,,Ward A (councilmember Denise Ridley),40.69662,-74.10459,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,1 bath,28,365,1125.0,1125.0,209.0,30,60,90,365,34,3,0,2016-06-08,2024-11-01,0.31,4.62,4.73,4.36,4.97,4.97,4.85,4.62,f,t,2015-04-03,within an hour,0.9,0.95,t,t,2.0,2.0,2,0,0,SL222222X2XX2XXXX2,"[""TV with standard cable"", ""Oven"", ""Iron"", ""Washer"", ""Shampoo"", ""Hangers"", ""Free street parking"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Microwave"", ""First aid kit"", ""Heating"", ""Hair dryer"", ""Backyard"", ""Fire extinguisher"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi""]","[0.867, 0.933)","[0.943, 0.955)","[1.0, 4.933)","[202.0, 236.4)","[1050.2, 1125.0)","[340.667, 365.0)","[30.933, 38.667)","[4.467, 4.733)","[4.467, 4.733)","[0.01, 0.425)"
11144719,30283594,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,1 bath,28,365,1125.0,1125.0,432.8925925925926,20,50,80,355,2,0,0,2020-02-12,2021-02-14,0.03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,f,2015-03-30,within an hour,0.95,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Stove"", ""Bathtub"", ""Shampoo"", ""Dishes and silverware"", ""Shower gel"", ""Freezer"", ""Baking sheet"", ""Conditioner"", ""Hot water kettle"", ""Refrigerator"", ""Elevator"", ""Kitchen"", ""Paid parking on premises"", ""Outdoor pool - available seasonally"", ""Building staff"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Clothing storage"", ""Microwave"", ""Washer"", ""Heating"", ""Gym"", ""Pets allowed"", ""Dishwasher"", ""Long term stays allowed"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Dryer"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Oven"", ""Wifi"", ""Air conditioning"", ""Coffee"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[340.667, 365.0)","[0.0, 7.733)","[4.733, 5.0)","[4.733, 5.0)","[0.01, 0.425)"
11497428,4318265,,Ward E (councilmember James Solomon),40.71871,-74.04462,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1 bath,5,22,22.0,22.0,178.0,4,19,25,103,10,37,4,2016-05-17,2025-06-15,2.32,4.69,4.81,4.67,4.91,4.87,4.88,4.64,f,t,2012-12-04,within an hour,1.0,1.0,t,t,2.0,2.0,2,0,0,str-005742-2024,"[""Stove"", ""HDTV with standard cable"", ""Exterior security cameras on property"", ""Shampoo"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Refrigerator"", ""Host greets you"", ""Kitchen"", ""Private entrance"", ""Microwave"", ""Heating"", ""Long term stays allowed"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Coffee maker"", ""Dryer"", ""Smoke alarm"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Hot water"", ""Oven"", ""Wifi""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[167.6, 202.0)","[3.0, 77.8)","[97.333, 121.667)","[7.733, 15.467)","[4.467, 4.733)","[4.467, 4.733)","[2.083, 2.498)"
12325106,49357921,,Ward A (councilmember Denise Ridley),40.69414,-74.08883,Private room in home,Private room,2,1.0,1.0,1.0,1 shared bath,30,365,1125.0,1125.0,46.0,0,9,9,182,33,2,0,2016-06-01,2025-05-06,0.3,4.61,4.7,4.52,4.88,4.82,4.39,4.55,f,f,2015-11-18,within an hour,1.0,0.9,t,t,11.0,21.0,0,0,0,SL222222X2XX2XXXX2,"[""Paid washer \u2013 In building"", ""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Iron"", ""Paid dryer \u2013 In building"", ""Shower gel"", ""Paid parking on premises"", ""Lockbox"", ""Shampoo"", ""Coffee maker"", ""Hangers"", ""Free street parking"", ""Essentials"", ""Bed linens"", ""Air conditioning"", ""Kitchen"", ""Microwave"", ""Lock on bedroom door"", ""Heating"", ""Hair dryer"", ""Refrigerator"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Hot water"", ""Stove"", ""Self check-in"", ""Carbon monoxide alarm"", ""Wifi""]","[0.933, 1.0)","[0.898, 0.909)","[20.667, 24.6)","[30.0, 64.4)","[1050.2, 1125.0)","[170.333, 194.667)","[30.933, 38.667)","[4.467, 4.733)","[4.467, 4.733)","[0.01, 0.425)"
13102351,189095873,,Ward C (councilmember Richard Boggiano),40.73327073805876,-74.06638119471327,Private room in townhouse,Private room,3,1.0,1.0,1.0,1 private bath,5,365,1125.0,1125.0,100.0,25,55,85,176,20,0,0,2016-11-07,2019-12-08,0.19,4.7,4.9,4.85,5.0,5.0,4.95,4.75,f,f,2018-05-11,SIN_INFO,,,t,t,5.0,36.0,0,5,0,Exempt,"[""Carbon monoxide alarm"", ""Paid washer \u2013 In building"", ""Free street parking"", ""Self check-in"", ""Lock on bedroom door"", ""Hangers"", ""Air conditioning"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Wifi"", ""Paid dryer \u2013 In building"", ""Bed linens"", ""Iron"", ""Refrigerator"", ""Smoke alarm"", ""Hot water"", ""Kitchen"", ""Keypad"", ""Heating"", ""Hair dryer"", ""Microwave""]",SIN_INFO,SIN_INFO,"[32.467, 36.4)","[98.8, 133.2)","[1050.2, 1125.0)","[170.333, 194.667)","[15.467, 23.2)","[4.467, 4.733)","[4.733, 5.0)","[0.01, 0.425)"
13276390,74823357,,Ward D (councilmember Michael Yun),40.74941,-74.04816,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,1 bath,4,20,1125.0,1125.0,115.0,2,4,4,122,10,45,3,2016-08-12,2025-06-08,3.6,4.8,4.85,4.87,4.93,4.95,4.53,4.81,f,t,2016-05-30,within an hour,1.0,1.0,t,t,1.0,1.0,1,0,0,STR-005366-2024,"[""Stove"", ""Coffee maker: pour-over coffee"", ""Bathtub"", ""Exterior security cameras on property"", ""Shampoo"", ""Dishes and silverware"", ""Window AC unit"", ""Radiant heating"", ""Freezer"", ""Rice maker"", ""Conditioner"", ""Hot water kettle"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""Free street parking"", ""Private entrance"", ""Crib"", ""Dedicated workspace"", ""TV with standard cable, Netflix"", ""Blender"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Toaster"", ""Dining table"", ""Hangers"", ""Extra pillows and blankets"", ""Lockbox"", ""Ceiling fan"", ""Smoke alarm"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Essentials"", ""Paid parking off premises"", ""Laundromat nearby"", ""Bed linens"", ""Fire extinguisher"", ""Books and reading material"", ""Cleaning products"", ""Hot water"", ""Oven"", ""Wifi"", ""Self check-in""]","[0.933, 1.0)","[0.989, 1.0)","[1.0, 4.933)","[98.8, 133.2)","[1050.2, 1125.0)","[121.667, 146.0)","[7.733, 15.467)","[4.733, 5.0)","[4.733, 5.0)","[3.327, 3.742)"
13545641,9419684,,Ward E (councilmember James Solomon),40.721886,-74.036446,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,1 bath,28,365,1125.0,1125.0,432.8925925925926,0,25,55,330,11,1,1,2016-09-23,2025-06-06,0.1,4.55,4.45,4.73,4.73,4.82,4.8,4.1,t,f,2013-10-14,within an hour,0.91,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""Stove"", ""Shampoo"", ""Dishes and silverware"", ""Shower gel"", ""Freezer"", ""Outdoor furniture"", ""Baking sheet"", ""Conditioner"", ""Hot water kettle"", ""Refrigerator"", ""Elevator"", ""Kitchen"", ""Building staff"", ""Outdoor pool - available seasonally"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Clothing storage"", ""Microwave"", ""Washer"", ""Heating"", ""Gym"", ""Pets allowed"", ""Dishwasher"", ""Long term stays allowed"", ""Hair dryer"", ""Body soap"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Dining table"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Dryer"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV"", ""Essentials"", ""Paid parking off premises"", ""Bed linens"", ""Cleaning products"", ""Hot water"", ""Oven"", ""Wifi"", ""Air conditioning"", ""Coffee"", ""Self check-in""]","[0.867, 0.933)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[316.333, 340.667)","[7.733, 15.467)","[4.467, 4.733)","[3.933, 4.2)","[0.01, 0.425)"
13546158,9419684,,Ward E (councilmember James Solomon),40.721886,-74.036446,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,1 bath,28,365,1125.0,1125.0,432.8925925925926,0,25,55,330,5,1,0,2016-11-10,2025-01-17,0.05,5.0,5.0,5.0,5.0,5.0,4.8,5.0,t,f,2013-10-14,within an hour,0.91,0.99,t,t,3.0,4.0,1,0,0,SL222222X2XX2XXXX2,"[""HDTV"", ""Washer \u2013\u00a0In unit"", ""Dishes and silverware"", ""WHRILPOOL refrigerator"", ""Shower gel"", ""Stainless steel electric stove"", ""Freezer"", ""Outdoor furniture"", ""Baking sheet"", ""Hot water kettle"", ""Bath & Body Works conditioner"", ""Elevator"", ""Central air conditioning"", ""Kitchen"", ""Building staff"", ""Outdoor pool - available seasonally"", ""Window guards"", ""Dedicated workspace"", ""Blender"", ""Ethernet connection"", ""Microwave"", ""Paid parking lot off premises"", ""Gym"", ""Pets allowed"", ""Bath & Body Works body soap"", ""Long term stays allowed"", ""Hair dryer"", ""Iron"", ""Toaster"", ""Exercise equipment"", ""Clothing storage: closet"", ""Dining table"", ""Bath & Body Works shampoo"", ""Hangers"", ""Extra pillows and blankets"", ""Coffee maker"", ""Wine glasses"", ""Crib - available upon request"", ""Smoke alarm"", ""Cooking basics"", ""Central heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Bed linens"", ""Cleaning products"", ""Dryer \u2013\u00a0In unit"", ""Hot water"", ""Stainless steel oven"", ""Wifi"", ""Dishwasher"", ""Coffee"", ""Self check-in""]","[0.867, 0.933)","[0.989, 1.0)","[1.0, 4.933)","[408.4, 442.8)","[1050.2, 1125.0)","[316.333, 340.667)","[0.0, 7.733)","[4.733, 5.0)","[4.733, 5.0)","[0.01, 0.425)"
